Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
Q9UBF2,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1 - [COPG2_HUMAN],4,0.053771256,0.04545729,-0.063997998,-0.09156724,0.043154614,0.00625899,0.030142873,0.233707735,-0.062822956
P53999,Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3 - [TCP4_HUMAN],7,0.021149835,-0.056509641,0.014485012,-0.033166864,0.082299905,0.003132889,-0.027960081,0.187904045,-0.062822956
Q15369,Transcription elongation factor B polypeptide 1 OS=Homo sapiens GN=TCEB1 PE=1 SV=1 - [ELOC_HUMAN],2,0.041994089,-0.199787802,-0.151841347,0,0.037474705,0.120294234,-0.0973616,0.003781641,-0.062822956
P62906,60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2 - [RL10A_HUMAN],5,-0.059020514,0.101627696,0.083432365,-0.051039433,0.002917483,0.126053503,0.005527574,0,-0.062822956
Q9Y2W1,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2 - [TR150_HUMAN],36,-0.027656343,0.025632312,0.045849183,0.021061616,-0.090386236,-0.087266836,-0.036454876,-0.007593149,-0.062822956
Q9UPT8,Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3 - [ZC3H4_HUMAN],11,0.182719114,0.142365321,0.034522765,0.139606067,0.13378181,0.099953785,0.088602604,0.164445072,-0.064189792
P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1 - [PTBP1_HUMAN],31,0.041994089,0.057932804,0.166199826,-0.069136193,-0.047500424,-0.120976198,-0.030786125,0.044738315,-0.064189792
Q14019,Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3 - [COTL1_HUMAN],5,0.111256751,-0.064214305,-0.248837674,0.011526253,0.149664851,0.117405954,0.169617292,0.029979157,-0.064189792
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1 - [SGTA_HUMAN],12,-0.13719919,-0.062284278,-0.12619276,-0.049042623,-0.176877762,-0.100656213,-0.033617716,-0.13901896,-0.064189792
Q00341,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2 - [VIGLN_HUMAN],4,-0.292553493,0.150709445,0.277279189,0.069654384,-0.234121714,-0.183711953,-0.118248967,-0.265308157,-0.064189792
Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN],3,-0.483601786,-0.095451142,0.071013106,0.041820176,-0.333657387,-0.353636955,-0.112250226,-0.418829078,-0.064189792
P62314,Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1 - [SMD1_HUMAN],10,0.344876428,-0.117325642,0.05708737,-0.011619083,0.125774231,0.176877762,0.005527574,0.409346387,-0.065557924
Q13310,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1 - [PABP4_HUMAN],3,0.403578384,-0.162095512,0.03594344,0.047430144,-0.041476636,0.131789873,0.038255519,0.32721962,-0.065557924
P40939,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2 - [ECHA_HUMAN]",3,0.056700587,0.165608321,-0.380988604,-0.154577037,0,-0.003139708,-0.15169545,0.220768679,-0.065557924
Q9BY89,Uncharacterized protein KIAA1671 OS=Homo sapiens GN=KIAA1671 PE=1 SV=2 - [K1671_HUMAN],5,0.174651832,-0.109332851,-0.158325381,0.067815384,0.057257318,0.097024454,0.129678547,0.164445072,-0.065557924
Q9UJC5,SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens GN=SH3BGRL2 PE=1 SV=2 - [SH3L2_HUMAN],5,0.628926139,0.317117257,0.698310444,0.496132824,0.117721959,0.268252115,0.236955283,0.08813091,-0.065557924
O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],4,-0.150650989,0.139014111,0.025969212,0.058585058,-0.180182907,0.027954062,0.030142873,-0.19426882,-0.065557924
P23588,Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2 - [IF4B_HUMAN],4,0.303549566,0.317117257,0.354459562,0.189507471,0.211504105,0.228651412,0.157254791,0.240134004,-0.066927355
P40123,Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1 - [CAP2_HUMAN],5,-0.252118628,0.180354907,0.284468714,0.024858184,-0.150705706,-0.100656213,-0.0973616,-0.181329765,-0.066927355
P06744,Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4 - [G6PI_HUMAN],3,-0.337996464,0.15735017,0.267637081,0.062284278,-0.341036918,-0.30633124,-0.21778464,-0.465122731,-0.066927355
P00338,L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2 - [LDHA_HUMAN],2,-0.127192016,0.330400476,-0.150224882,0.062284278,0.020299562,-0.012600037,-0.157860823,-0.019058336,-0.068298086
Q14258,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2 - [TRI25_HUMAN],11,0.130847479,0.185237128,0.141336438,-0.03909982,-0.115477217,-0.097297201,-0.047859639,-0.026752728,-0.068298086
Q14764,Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4 - [MVP_HUMAN],2,-0.353467872,-0.113323711,-0.321564191,-0.118534287,-0.29731554,-0.275634443,-0.201772322,-0.30218416,-0.068298086
P82675,"28S ribosomal protein S5, mitochondrial OS=Homo sapiens GN=MRPS5 PE=1 SV=2 - [RT05_HUMAN]",3,-0.003046876,-0.219009782,-0.271502835,-0.089513581,0.00873481,-0.083938818,-0.170271179,-0.015226474,-0.069670122
P62891,60S ribosomal protein L39 OS=Homo sapiens GN=RPL39 PE=1 SV=2 - [RL39_HUMAN],18,-0.015299136,-0.168309571,-0.145386325,-0.061065151,0.023176322,0.012490944,0.01103405,-0.08983141,-0.069670122
P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5 - [HS90A_HUMAN],11,0.426406313,0.130601872,0.197005872,0.08791659,0.211504105,0.257797757,0.229889008,0.383454854,-0.071043463
P16402,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2 - [H13_HUMAN],10,0.088536675,0.080819233,0.323383158,0.039945328,-0.002923395,-0.003139708,0.059668826,0.123320339,-0.071043463
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1 - [AN32A_HUMAN],2,0.122484007,0.163960469,0.138694139,0.009611595,-0.112316877,-0.107397791,-0.022324547,0.102309845,-0.071043463
P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2 - [MATR3_HUMAN],12,0.062541466,0.014702752,0.075164749,0.036188308,-0.131383608,-0.11417102,-0.002771749,0.044738315,-0.071043463
P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3 - [RBMX_HUMAN]",3,0.062541466,-0.012988982,-0.116690892,-0.075219245,0.149664851,0.003132889,-0.06513763,-0.106041637,-0.071043463
P62857,40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1 - [RS28_HUMAN],2,0.119685373,0.206204558,0.163602714,-0.099811234,0.087806381,0.091147888,0.019254557,0.098778154,-0.072418113
O75909,Cyclin-K OS=Homo sapiens GN=CCNK PE=1 SV=2 - [CCNK_HUMAN],69,0.021149835,-0.052672683,-0.007297411,-0.069136193,-0.099744291,-0.100656213,-0.050724972,0,-0.072418113
Q08945,FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1 - [SSRP1_HUMAN],2,-0.13719919,0.132288248,0.323383158,-0.057046499,-0.251399705,-0.183711953,-0.082625057,-0.147382433,-0.072418113
P35606,Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2 - [COPB2_HUMAN],2,0.746067801,0.49672977,0.797965739,0.500229452,0.511064387,0.469659511,0.504290992,0.783904817,-0.073794074
P21333,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4 - [FLNA_HUMAN],3,0.091396329,-0.27826186,-0.158325381,-0.169683929,0.026047358,0.120294234,0.067617579,0.026265655,-0.073794074
Q99497,Protein deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2 - [PARK7_HUMAN],4,0.050835965,-0.00740795,-0.13415907,-0.129041945,-0.183495641,-0.074000581,-0.130321799,-0.106041637,-0.073794074
Q9Y3Y2,Chromatin target of PRMT1 protein OS=Homo sapiens GN=CHTOP PE=1 SV=2 - [CHTOP_HUMAN],5,0.240539768,0.057932804,-0.044348626,-0.275431432,0.13909561,0.097024454,0.213265177,0.299796925,-0.075171349
P0DMV9,Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1 - [HS71B_HUMAN],10,-0.024557104,-0.26710407,-0.307082815,-0.154577037,-0.102877181,-0.148522525,-0.124272754,0,-0.075171349
P83731,60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1 - [RL24_HUMAN],4,0.015138597,-0.020464103,0.055687375,-0.097745815,-0.062670858,-0.028506428,-0.136396313,-0.097913757,-0.075171349
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens GN=DDAH1 PE=1 SV=3 - [DDAH1_HUMAN]",6,0.198719592,-0.052672683,-0.067044874,-0.043068722,0.162768439,0.296617006,0.184313803,0.423532293,-0.076549939
P61026,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1 - [RAB10_HUMAN],6,0.206653774,0.110210083,0.014485012,-0.033166864,0.068441056,0.131789873,0.091204399,-0.106041637,-0.076549939
Q13509,Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2 - [TBB3_HUMAN],3,1.555236294,-0.02233895,-0.209589853,0.038068041,0.764159769,0.952171475,0.476697623,1.1319852,-0.079311079
P13667,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2 - [PDIA4_HUMAN],15,0.278674897,-0.151797859,-0.068570728,-0.152431765,-0.180182907,-0.003139708,-0.243779849,0.055709433,-0.079311079
Q9Y2T7,Y-box-binding protein 2 OS=Homo sapiens GN=YBX2 PE=1 SV=2 - [YBOX2_HUMAN],6,0.102778597,-0.135472989,0.17654177,-0.001930027,0.048812249,0.043253198,-0.019515013,0.007553394,-0.079311079
P53621,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2 - [COPA_HUMAN],4,-0.216317907,-0.127379306,0.014485012,0.04369259,-0.227268043,-0.241863706,-0.0973616,-0.034488376,-0.079311079
P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3 - [XRCC5_HUMAN],6,-0.349584438,-0.145654365,-0.358416643,-0.167516093,0.068441056,-0.205245115,-0.42522672,-0.181329765,-0.079311079
Q14152,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1 - [EIF3A_HUMAN],5,0.335258425,0.066778295,-0.243657435,-0.027258207,0.087806381,-0.158989524,0.038255519,0.278101854,-0.080693633
P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3 - [PRDX3_HUMAN]",5,-0.177936815,-0.168309571,-0.014631921,-0.09156724,-0.053549468,-0.038135129,-0.013912307,-0.011404763,-0.080693633
O15143,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3 - [ARC1B_HUMAN],3,-0.10084069,0.152372494,0.114693114,-0.057046499,-0.017629894,-0.025311089,-0.027960081,-0.081794091,-0.080693633
O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1 - [PSDE_HUMAN],3,-0.259386629,0.150709445,0.062673805,0.08791659,-0.326315412,-0.302458231,-0.27025206,-0.325719674,-0.080693633
P30050,60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1 - [RL12_HUMAN],12,-0.400903215,-0.099403734,-0.035369168,-0.087462841,-0.355910194,-0.373814837,-0.2049606,-0.418829078,-0.082077513
P46778,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2 - [RL21_HUMAN],5,0.415037499,-0.081701732,-0.233352426,-0.085415013,0.236508111,0.162938571,0.181874758,0.362990752,-0.083462722
P07951,Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1 - [TPM2_HUMAN],8,0.136396313,-0.081701732,-0.051874439,-0.083370087,-0.056583528,0.015596855,-0.008331275,0.246531775,-0.083462722
P39019,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2 - [RS19_HUMAN],6,0.152915903,-0.089542485,-0.110390904,-0.007735649,-0.068783982,0.108706259,-0.019515013,0.133711945,-0.083462722
P19367,Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3 - [HXK1_HUMAN],4,0.15565087,0.142365321,0.270053656,0.127297808,0.028912692,-0.08061846,0.0463228,0.066597749,-0.083462722
P83881,60S ribosomal protein L36a OS=Homo sapiens GN=RPL36A PE=1 SV=2 - [RL36A_HUMAN],6,-0.198745277,0.258100002,0.257930097,0.137854161,-0.196823172,-0.234465254,0.008283439,-0.30218416,-0.083462722
Q04446,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3 - [GLGB_HUMAN]",4,-0.369106996,-0.174550511,-0.107251196,-0.148150768,-0.382313193,-0.337695411,-0.250352503,-0.311552342,-0.084849263
P62820,Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3 - [RAB1A_HUMAN],17,0.206653774,0.084308219,0.045849183,0.030534368,0.180915785,0.102877181,0.157254791,0.157671844,-0.086237137
Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3 - [PA2G4_HUMAN],12,0.232790268,0.149044477,0.047258753,0.065974037,0.034626343,-0.104023065,-0.103298625,0.133711945,-0.086237137
Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens GN=LYAR PE=1 SV=2 - [LYAR_HUMAN],5,-0.248498313,0.108497685,0.276077443,0.026752728,-0.420890226,-0.341664313,-0.164052656,-0.265308157,-0.086237137
P35241,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1 - [RADI_HUMAN],2,0.147430364,0.488853345,0.361275457,0.32347026,0.0116347,-0.03170886,0.154769528,0.224014338,-0.087626347
O75688,Protein phosphatase 1B OS=Homo sapiens GN=PPM1B PE=1 SV=1 - [PPM1B_HUMAN],5,0.15565087,0.159005587,-0.124604763,0.078814383,-0.005852726,0.154509949,0.14978612,0.174545662,-0.087626347
P62304,Small nuclear ribonucleoprotein E OS=Homo sapiens GN=SNRPE PE=1 SV=1 - [RUXE_HUMAN],7,0.130847479,-0.029862801,0.05708737,0.139606067,-0.065724182,0.00625899,0.013779427,0.11983977,-0.087626347
Q8IZ21,Phosphatase and actin regulator 4 OS=Homo sapiens GN=PHACTR4 PE=1 SV=1 - [PHAR4_HUMAN],5,0.196065139,-0.009265896,-0.135757624,-0.077252643,-0.041476636,-0.104023065,0.054345222,0.09168873,-0.087626347
Q8WVM8,Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=1 SV=4 - [SCFD1_HUMAN],5,-0.059020514,0.123836584,-0.029413762,-0.02529402,-0.180182907,-0.325853798,-0.133355859,-0.155794673,-0.087626347
Q08379,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3 - [GOGA2_HUMAN],7,0.240539768,-0.041222663,-0.026445252,-0.063078683,0.147029791,0.185177085,0.096393955,0.389248818,-0.089016897
O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4 - [SERA_HUMAN],9,0.130847479,-0.216861315,-0.26624072,-0.202598552,-0.093498848,0.134649527,0.057009479,-0.054010935,-0.089016897
O00479,High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3 - [HMGN4_HUMAN],2,-0.636077816,0.016530105,0.13073808,-0.191543363,-0.329981729,-0.349635024,-0.112250226,-0.475615105,-0.089016897
Q6DD88,Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1 - [ATLA3_HUMAN],9,0.024146087,0.172180975,0.288050085,0.197939378,-0.173580172,-0.097297201,-0.01671094,0.09168873,-0.090408788
Q9H3N1,Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1 - [TMX1_HUMAN],8,-0.150650989,0.038279688,-0.111963324,-0.143882436,-0.311742611,-0.310214674,-0.139443189,-0.202959781,-0.090408788
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3 - [MCCA_HUMAN]",5,-0.157424218,-0.018591688,0.20713009,0.07515736,-0.293731203,-0.271842863,-0.0973616,-0.256234574,-0.091802023
Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1 - [KHDR1_HUMAN]",16,-0.212786216,-0.048845904,0.024538676,-0.037119456,-0.206900245,-0.124390862,-0.115246479,-0.155794673,-0.093196605
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2 - [SYLC_HUMAN]",20,0.268603686,0.324511917,0.472474656,0.297026591,0.157541277,0.126053503,0.253309896,0.315096061,-0.094592537
Q05397,Focal adhesion kinase 1 OS=Homo sapiens GN=PTK2 PE=1 SV=2 - [FAK1_HUMAN],4,0.039034713,-0.033639491,-0.151841347,0.064130337,-0.044485386,0.126053503,0.083384894,0.150866666,-0.09598982
Q15637,Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4 - [SF01_HUMAN],10,0.059623983,0.073815846,0.00290866,0.022961148,-0.041476636,0.037152998,-0.011119092,-0.026752728,-0.09598982
P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1 - [DDX5_HUMAN],14,-0.071759626,-0.026095971,0.034522765,-0.019417454,-0.220446777,-0.198031624,-0.15169545,-0.026752728,-0.09598982
P26358,DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens GN=DNMT1 PE=1 SV=2 - [DNMT1_HUMAN],2,-0.300028613,-0.052672683,-0.130967265,-0.131152692,-0.115477217,-0.110780431,-0.189089207,-0.251719093,-0.09598982
P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5 - [K2C6B_HUMAN]",3,-0.384917511,-0.075849006,0.025969212,-0.081328055,-0.2410081,-0.31410859,-0.062243557,-0.283628341,-0.09598982
P99999,Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2 - [CYC_HUMAN],11,0.108436232,-0.037426095,0.087548474,-0.029225072,-0.090386236,-0.11417102,-0.01671094,0.048404632,-0.097388458
Q96QK1,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2 - [VPS35_HUMAN],2,-0.369106996,-0.095451142,0.102541188,-0.037119456,-0.180182907,-0.205245115,-0.127294106,-0.335242448,-0.097388458
Q9UKG9,Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens GN=CROT PE=1 SV=2 - [OCTC_HUMAN],4,-0.801280408,0.125530882,-0.063997998,-0.101879614,-0.247927513,-0.361674274,-0.019515013,-0.648834684,-0.097388458
Q07866,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2 - [KLC1_HUMAN],4,-0.171066826,0.122140293,0.217183754,0.143103512,-0.062670858,-0.124390862,0.059668826,-0.093866923,-0.098788454
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens GN=SDHB PE=1 SV=3 - [SDHB_HUMAN]",5,0.366285321,-0.191326223,-0.087007976,-0.126934282,0.28764696,0.190683562,0.019254557,0.532261321,-0.100189809
Q04917,14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4 - [1433F_HUMAN],2,0.059623983,0.299213883,0.199543595,0.476859893,0.353128963,-0.148522525,0.23224828,0.2529013,-0.101592526
O15355,Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1 - [PPM1G_HUMAN],3,-0.030762254,0.133972656,0.00290866,-0.059054426,-0.505423736,-0.152003093,-0.136396313,0.029979157,-0.101592526
Q9Y4Z0,U6 snRNA-associated Sm-like protein LSm4 OS=Homo sapiens GN=LSM4 PE=1 SV=1 - [LSM4_HUMAN],2,-0.068564286,-0.058431953,0.020238539,-0.063078683,-0.153951365,0.070389328,-0.027960081,-0.168505724,-0.101592526
P19338,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3 - [NUCL_HUMAN],6,-0.244887059,-0.035531551,-0.182903404,-0.081328055,-0.102877181,-0.100656213,-0.047859639,-0.256234574,-0.101592526
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1 - [AN32B_HUMAN],45,0.201369171,-0.071960338,-0.02200391,-0.045057275,0.014528774,0.061400545,0.043638716,0.11983977,-0.102996609
P53396,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3 - [ACLY_HUMAN],2,0.030119988,0.021998318,-0.18952888,0.144849059,-0.115477217,0.043253198,0.03285216,0.041062657,-0.102996609
O75351,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2 - [VPS4B_HUMAN],74,0.059623983,-0.111326901,-0.107251196,-0.089513581,-0.084181087,-0.097297201,-0.076772331,-0.007593149,-0.102996609
P08134,Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1 - [RHOC_HUMAN],8,-0.318887641,0.034677452,0.154475828,0.007694392,-0.363404731,-0.245577209,-0.124272754,-0.168505724,-0.102996609
O43747,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5 - [AP1G1_HUMAN],3,-0.754316929,0.054379366,-0.001456532,-0.077252643,-0.819084215,-0.640918907,-0.328172036,-0.812095955,-0.102996609
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1 - [ESYT1_HUMAN],2,-0.946228744,0.413189075,0.391554661,-0.21373911,-0.845079423,-0.873946497,-0.57392845,-1.057947349,-0.102996609
P84103,Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1 - [SRSF3_HUMAN],4,0.04789469,0.086049553,0.105250476,-0.005797845,-0.050521776,-0.060855205,-0.062243557,-0.054010935,-0.10440206
P51858,Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1 - [HDGF_HUMAN],2,0.050835965,-0.214716044,-0.129374007,0.003852325,-0.190144017,-0.187278568,-0.127294106,-0.069821449,-0.10440206
P49773,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2 - [HINT1_HUMAN],3,-0.154033629,0.173819471,0.193190899,-0.059054426,-0.203533394,-0.201633861,-0.053596008,-0.185629902,-0.10440206
P50995,Annexin A11 OS=Homo sapiens GN=ANXA11 PE=1 SV=1 - [ANX11_HUMAN],3,-0.392888222,-0.075849006,-0.121434003,-0.021373651,-0.163732386,-0.145050333,-0.118248967,-0.418829078,-0.10440206
P15144,Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4 - [AMPN_HUMAN],8,0.224998917,-0.071960338,0.05428602,0.104157231,-0.081088492,0.085247287,0.070257461,0.240134004,-0.105808881
Q6WKZ4,Rab11 family-interacting protein 1 OS=Homo sapiens GN=RAB11FIP1 PE=1 SV=3 - [RFIP1_HUMAN],10,0.219781208,-0.123349429,-0.063997998,-0.103950964,0.330082227,0.148863386,0.064972857,0.240134004,-0.105808881
P52788,Spermine synthase OS=Homo sapiens GN=SMS PE=1 SV=2 - [SPSY_HUMAN],13,0.056700587,-0.054589886,0.069626566,0.021061616,-0.128188269,-0.044590151,0.002766434,0.052061656,-0.105808881
P41227,N-alpha-acetyltransferase 10 OS=Homo sapiens GN=NAA10 PE=1 SV=1 - [NAA10_HUMAN],22,-0.074962058,-0.070019927,-0.001456532,-0.063078683,-0.183495641,-0.074000581,-0.085560348,-0.015226474,-0.105808881
P00441,Superoxide dismutase [Cu-Zn] OS=Homo sapiens GN=SOD1 PE=1 SV=2 - [SODC_HUMAN],3,-0.071759626,0.222128506,-0.464901213,-0.184950686,-0.050521776,-0.138130919,-0.160953418,-0.061894534,-0.105808881
Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3 - [CKAP5_HUMAN],92,0.313380575,0.422866989,0.567877433,0.346407071,0.198837693,0.231325546,0.332412442,0.454258809,-0.107217076
O00763,Acetyl-CoA carboxylase 2 OS=Homo sapiens GN=ACACB PE=1 SV=3 - [ACACB_HUMAN],12,-0.23410722,-0.054589886,-0.191190015,-0.200380727,-0.272410199,-0.325853798,-0.192249548,-0.297522782,-0.107217076
P14314,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2 - [GLU2B_HUMAN],4,-0.801280408,-0.451831803,-0.472960983,-0.513471458,-1.017629894,-0.950672288,-0.553464348,-0.944290567,-0.107217076
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2 - [IDHC_HUMAN],23,0.446647106,0.352270956,0.515882796,0.338801913,0.258647089,0.351726642,0.299040984,0.537488483,-0.108626646
